,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
92,30,RL,13360,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,BrkTil,713,0,163,876,GasA,Ex,964,0,0,964,2,5,Typ,2,432,0,0,44,0,0,0,0,8,2009,WD,Normal,163500
93,190,C (all),7200,Corner,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,TA,BrkTil,1046,0,168,1214,GasW,Ex,1260,1031,0,2291,4,9,Typ,2,506,0,0,0,0,99,0,0,11,2007,WD,Normal,133900
94,60,RL,9337,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,648,0,176,824,GasA,Ex,905,881,0,1786,3,7,Typ,2,684,0,162,0,0,0,0,0,5,2007,WD,Normal,204750
95,60,RL,9765,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,310,0,370,680,GasA,Gd,680,790,0,1470,3,6,Typ,2,420,232,63,0,0,0,0,480,4,2009,WD,Normal,185000
96,20,RL,10264,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,PConc,1162,0,426,1588,GasA,Ex,1588,0,0,1588,3,6,Typ,2,472,158,29,0,0,0,0,0,8,2006,WD,Normal,214000
97,20,RL,10921,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,520,0,440,960,GasA,TA,960,0,0,960,3,6,Typ,1,432,120,0,0,0,0,0,0,5,2007,WD,Normal,94750
98,30,RL,10625,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,108,0,350,458,GasA,Fa,835,0,0,835,2,5,Typ,1,366,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000
99,20,RL,9320,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,TA,CBlock,569,0,381,950,GasA,Fa,1225,0,0,1225,3,6,Typ,0,0,352,0,0,0,0,0,400,1,2010,WD,Normal,128950
100,20,RL,10603,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,TA,PConc,1200,0,410,1610,GasA,Gd,1610,0,0,1610,3,6,Typ,2,480,168,68,0,0,0,0,0,2,2010,WD,Normal,205000
101,60,RL,9206,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,0,0,741,741,GasA,TA,977,755,0,1732,3,7,Typ,2,476,192,46,0,0,0,0,0,6,2010,WD,Normal,178000
102,90,RL,7018,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,Fa,Slab,0,0,0,0,GasA,TA,1535,0,0,1535,4,8,Typ,2,410,0,0,0,0,0,0,0,6,2009,WD,Alloca,118964
103,20,RL,10402,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1226,1226,GasA,Ex,1226,0,0,1226,3,6,Typ,3,740,0,36,0,0,0,0,0,5,2010,WD,Normal,198900
104,50,RM,7758,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,Fa,PConc,224,0,816,1040,GasA,Ex,1226,592,0,1818,4,7,Typ,1,240,0,0,0,0,184,0,0,6,2007,WD,Normal,169500
105,60,FV,9375,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1053,1053,GasA,Ex,1053,939,0,1992,3,9,Typ,2,648,140,45,0,0,0,0,0,8,2008,WD,Normal,250000
106,30,RM,10800,Inside,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,TA,BrkTil,0,0,641,641,GasA,Gd,1047,0,0,1047,2,6,Typ,1,273,0,0,0,0,0,0,450,8,2007,WD,Normal,100000
107,20,RM,6000,Inside,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,104,169,516,789,GasA,Ex,789,0,0,789,2,5,Typ,1,250,0,0,0,0,0,0,0,4,2008,WD,Partial,115000
108,50,RM,8500,Corner,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,TA,CBlock,0,0,793,793,GasW,TA,997,520,0,1517,3,7,Typ,0,0,0,0,144,0,0,0,0,8,2007,WD,Normal,115000
109,20,RL,11751,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,TA,CBlock,705,0,1139,1844,GasA,Ex,1844,0,0,1844,3,7,Typ,2,546,0,122,0,0,0,0,0,1,2010,COD,Normal,190000
110,50,RL,9525,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,444,0,550,994,GasA,Gd,1216,639,0,1855,4,7,Typ,1,325,182,0,0,0,0,0,0,10,2006,WD,Normal,136900
111,80,RL,7750,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,PConc,250,0,134,384,GasA,Ex,774,656,0,1430,3,7,Typ,2,400,180,0,0,0,0,0,0,4,2010,WD,Normal,180000
112,60,RL,9965,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,TA,PConc,984,0,280,1264,GasA,Ex,1282,1414,0,2696,4,10,Typ,3,792,120,184,0,0,168,0,0,10,2007,New,Partial,383970
113,20,RL,21000,Corner,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Gd,CBlock,35,869,905,1809,GasA,TA,2259,0,0,2259,3,7,Typ,2,450,166,120,192,0,0,0,0,10,2007,COD,Abnorml,217000
114,70,RL,7259,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,774,150,104,1028,GasA,Ex,1436,884,0,2320,3,9,Typ,1,180,224,0,0,0,0,0,0,7,2007,WD,Normal,259500
115,160,FV,3230,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,PConc,419,0,310,729,GasA,Gd,729,729,0,1458,2,5,Typ,2,440,0,32,0,0,0,0,0,6,2007,WD,Normal,176000
116,20,RL,11616,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,170,670,252,1092,GasA,TA,1092,0,0,1092,3,6,Typ,1,288,0,20,144,0,0,0,0,9,2009,WD,Normal,139000
117,20,RL,8536,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1125,1125,GasA,Gd,1125,0,0,1125,2,5,Typ,2,430,80,64,0,0,0,0,0,4,2007,New,Partial,155000
118,60,RL,12376,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,TA,PConc,1470,0,203,1673,GasA,Gd,1699,1523,0,3222,5,11,Typ,3,594,367,0,0,0,0,0,0,5,2010,WD,Normal,320000
119,60,RL,8461,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,728,728,GasA,Ex,728,728,0,1456,3,8,Typ,2,390,0,24,0,0,0,0,0,7,2006,New,Partial,163990
120,80,RL,21453,CulDSac,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,TA,CBlock,938,0,0,938,GasA,Ex,988,0,0,988,1,4,Typ,2,540,0,130,0,130,0,0,0,10,2006,WD,Normal,180000
121,50,RM,6060,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,TA,PConc,0,0,732,732,GasA,Gd,772,351,0,1123,3,4,Typ,1,264,0,0,140,0,0,0,0,6,2007,WD,Normal,100000
122,20,RL,9464,Corner,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,Gd,CBlock,570,0,510,1080,GasA,Gd,1080,0,0,1080,3,5,Typ,1,288,0,0,0,0,130,0,0,6,2008,WD,Normal,136000
123,120,RL,7892,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,TA,PConc,300,0,899,1199,GasA,Ex,1199,0,0,1199,2,5,Typ,2,530,0,63,0,0,0,0,0,3,2008,WD,Normal,153900
124,20,RL,17043,CulDSac,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,Gd,CBlock,0,0,1362,1362,GasA,TA,1586,0,0,1586,3,7,Typ,2,435,192,0,0,0,0,0,0,1,2009,WD,Normal,181000
125,190,RM,6780,Inside,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,CBlock,490,0,30,520,GasA,Gd,520,0,234,754,2,5,Typ,0,0,53,0,0,0,0,0,0,6,2006,WD,Normal,84500
126,120,RL,4928,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,CBlock,120,0,958,1078,GasA,TA,958,0,0,958,2,5,Typ,2,440,0,205,0,0,0,0,0,2,2007,WD,Normal,128000
127,45,RM,4388,Inside,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,Gd,BrkTil,116,0,556,672,GasA,Ex,840,0,0,840,3,5,Typ,0,0,0,0,0,0,0,0,0,6,2007,WD,Normal,87000
128,60,RL,7590,Inside,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,512,0,148,660,GasA,TA,660,688,0,1348,3,6,Typ,2,453,188,108,0,0,0,0,0,7,2006,WD,Normal,155000
129,20,RL,8973,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,TA,CBlock,567,28,413,1008,GasA,TA,1053,0,0,1053,3,6,Typ,2,750,0,80,0,180,0,0,0,7,2006,WD,Abnorml,150000
130,60,RL,14200,Corner,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,445,0,479,924,GasA,Ex,1216,941,0,2157,4,8,Typ,2,487,105,66,0,0,0,0,0,5,2006,WD,Normal,226000
131,60,RL,12224,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,PConc,695,0,297,992,GasA,Ex,1022,1032,0,2054,3,7,Typ,2,390,24,48,0,0,0,0,0,7,2009,WD,Normal,244000
132,20,RL,7388,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,405,0,658,1063,GasA,Gd,1327,0,0,1327,3,7,Typ,2,624,0,0,0,0,0,0,0,7,2007,WD,Normal,150750
133,20,RL,6853,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,TA,PConc,1005,0,262,1267,GasA,Ex,1296,0,0,1296,2,6,Typ,2,471,192,25,0,0,0,0,0,6,2009,WD,Normal,220000
134,20,RL,10335,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,TA,CBlock,570,0,891,1461,GasA,Gd,1721,0,0,1721,3,7,Min1,2,440,0,96,180,0,0,0,0,7,2006,WD,Normal,180000
135,20,RL,10400,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,TA,PConc,0,0,1304,1304,GasA,Gd,1682,0,0,1682,3,7,Typ,2,530,98,0,0,0,0,0,0,5,2008,WD,Normal,174000
136,20,RL,10355,Corner,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,695,0,519,1214,GasA,TA,1214,0,0,1214,3,5,Typ,1,318,0,111,0,0,0,0,0,7,2007,WD,Normal,143000
137,90,RL,11070,Inside,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,0,0,1907,1907,GasA,Gd,1959,0,0,1959,5,9,Typ,3,766,0,0,0,0,0,0,0,7,2006,WD,Family,171000
138,60,RL,9066,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,TA,PConc,668,0,336,1004,GasA,Ex,1004,848,0,1852,3,7,Typ,3,660,224,106,0,0,0,0,0,12,2008,WD,Normal,230000
139,60,RL,15426,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,PConc,821,0,107,928,GasA,Ex,928,836,0,1764,3,7,Typ,2,470,276,99,0,0,0,0,0,8,2009,WD,Normal,231500
140,20,RL,10500,FR2,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,432,0,432,864,GasA,TA,864,0,0,864,3,5,Typ,0,0,0,0,0,0,0,0,0,4,2010,ConLI,Normal,115000
141,20,RL,11645,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,1300,0,434,1734,GasA,Ex,1734,0,0,1734,3,7,Typ,2,660,160,24,0,0,0,0,0,1,2006,WD,Normal,260000
142,50,RL,8520,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,Fa,CBlock,507,0,403,910,GasA,Fa,910,475,0,1385,4,6,Typ,2,720,0,0,0,0,0,0,0,6,2010,WD,Normal,166000
143,20,RL,10335,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,PConc,679,0,811,1490,GasA,Ex,1501,0,0,1501,3,6,Typ,2,577,144,29,0,0,0,0,0,6,2009,WD,Normal,204000
144,90,RM,9100,Inside,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,1332,0,396,1728,GasA,TA,1728,0,0,1728,6,10,Typ,2,504,0,0,0,0,0,0,0,11,2006,ConLI,Abnorml,125000
145,160,RM,2522,Inside,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,970,970,GasA,Ex,970,739,0,1709,3,7,Maj1,2,380,0,40,0,0,0,0,0,4,2006,WD,Normal,130000
146,30,RM,6120,Corner,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,209,0,506,715,GasA,TA,875,0,0,875,2,5,Typ,1,180,48,0,0,0,0,0,0,11,2009,WD,Normal,105000
147,60,RL,9505,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,884,884,GasA,Ex,884,1151,0,2035,3,8,Typ,2,434,144,48,0,0,0,0,0,5,2010,WD,Normal,222500
148,20,RL,7500,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,680,0,400,1080,GasA,Ex,1080,0,0,1080,3,6,Typ,0,0,0,0,0,0,0,0,0,4,2008,WD,Normal,141000
149,50,RM,6240,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,TA,BrkTil,0,0,896,896,GasA,Gd,896,448,0,1344,3,7,Typ,1,240,200,114,0,0,0,0,0,4,2006,WD,Normal,115000
150,20,RL,10356,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,716,0,253,969,GasA,TA,969,0,0,969,3,5,Typ,2,440,0,0,0,0,0,0,0,1,2007,WD,Normal,122000
151,20,RL,13891,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1400,0,310,1710,GasA,Ex,1710,0,0,1710,2,6,Typ,3,866,0,102,0,0,0,0,0,1,2008,New,Partial,372402
152,60,RL,14803,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,416,0,409,825,GasA,Gd,1097,896,0,1993,4,8,Typ,2,495,0,66,0,0,0,0,0,6,2006,WD,Normal,190000
153,20,RL,13500,Inside,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,TA,CBlock,429,1080,93,1602,GasA,Gd,1252,0,0,1252,1,4,Typ,2,564,409,0,0,0,0,0,0,3,2008,WD,Normal,235000
154,30,RM,11340,Corner,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,1200,1200,GasA,TA,1200,0,0,1200,4,7,Typ,1,312,0,0,228,0,0,0,0,3,2006,WD,Family,125000
155,50,RL,9600,Corner,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,0,0,572,572,Grav,Fa,572,524,0,1096,2,5,Typ,0,0,0,8,128,0,0,0,0,4,2008,WD,Normal,79000
156,20,RL,7200,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,0,0,0,0,GasA,TA,1040,0,0,1040,2,5,Typ,2,625,0,0,0,0,0,0,0,6,2006,WD,Normal,109500
157,60,RL,12003,Corner,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,774,774,GasA,Ex,774,1194,0,1968,4,8,Typ,3,680,0,75,0,0,0,0,0,5,2010,New,Partial,269500
158,60,FV,12552,Corner,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,222,0,769,991,GasA,Ex,991,956,0,1947,3,8,Typ,2,678,0,136,0,0,0,0,0,5,2010,WD,Normal,254900
159,60,RL,19378,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,PConc,57,0,1335,1392,GasA,Ex,1392,1070,0,2462,4,9,Typ,2,576,239,132,0,168,0,0,0,3,2006,New,Partial,320000
160,20,RL,11120,CulDSac,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,TA,PConc,660,0,572,1232,GasA,TA,1232,0,0,1232,3,6,Typ,2,516,0,0,0,0,0,0,0,6,2008,WD,Normal,162500
161,60,RL,13688,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,TA,PConc,1016,0,556,1572,GasA,Ex,1572,1096,0,2668,3,10,Typ,3,726,400,0,0,0,0,0,0,3,2008,WD,Normal,412500
162,20,RL,12182,Corner,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,PConc,1201,0,340,1541,GasA,Ex,1541,0,0,1541,3,7,Typ,2,532,0,70,0,0,0,0,0,5,2010,New,Partial,220000
163,45,RL,5500,Inside,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,882,882,GasA,Ex,882,0,0,882,1,4,Typ,0,0,0,0,0,0,0,0,0,4,2007,WD,Normal,103200
164,40,RM,5400,Corner,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,Gd,BrkTil,370,0,779,1149,GasA,Gd,1149,467,0,1616,3,5,Typ,1,216,0,0,183,0,0,0,0,10,2007,WD,Normal,152000
165,190,RL,10106,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,BrkTil,351,181,112,644,GasA,Gd,808,547,0,1355,4,6,Typ,0,0,140,0,0,0,0,0,0,9,2008,WD,Normal,127500
166,20,RL,10708,Inside,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,379,768,470,1617,GasA,Ex,1867,0,0,1867,2,7,Typ,1,303,476,0,0,0,142,0,0,11,2009,COD,Normal,190000
167,60,RL,10562,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,TA,PConc,1288,0,294,1582,GasA,Ex,1610,551,0,2161,3,8,Typ,3,789,178,120,0,0,0,0,0,11,2007,New,Partial,325624
168,60,RL,8244,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,840,840,GasA,Ex,840,880,0,1720,3,7,Typ,2,440,100,48,0,0,0,0,0,5,2007,WD,Normal,183500
169,20,RL,16669,Corner,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,TA,CBlock,0,0,1686,1686,GasA,TA,1707,0,0,1707,2,6,Typ,2,511,574,64,0,0,0,0,0,1,2006,WD,Normal,228000
170,50,RM,12358,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,360,0,360,720,GasA,TA,854,0,528,1382,2,7,Typ,2,660,237,0,0,0,0,0,0,5,2007,WD,Normal,128500
171,20,RL,31770,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,TA,CBlock,639,0,441,1080,GasA,Fa,1656,0,0,1656,3,7,Typ,2,528,210,62,0,0,0,0,0,5,2010,WD,Normal,215000
172,160,RL,5306,Inside,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,Gd,PConc,495,215,354,1064,GasA,Gd,1064,703,0,1767,2,5,Typ,2,504,441,35,0,0,0,0,0,6,2006,WD,Normal,239000
173,20,RL,10197,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,TA,CBlock,288,374,700,1362,GasA,TA,1362,0,0,1362,3,6,Typ,2,504,0,20,0,0,0,0,0,6,2008,COD,Normal,163000
174,20,RL,12416,Inside,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,TA,CBlock,1398,208,0,1606,GasA,TA,1651,0,0,1651,3,7,Min2,2,616,192,0,0,0,0,0,0,11,2008,WD,Normal,184000
175,20,RL,12615,Corner,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,TA,CBlock,477,0,725,1202,GasA,TA,2158,0,0,2158,4,7,Typ,2,576,0,29,39,0,0,0,0,6,2007,WD,Normal,243000
176,60,RL,10029,Corner,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,TA,PConc,831,0,320,1151,GasA,TA,1164,896,0,2060,4,8,Typ,2,521,0,228,0,0,192,0,0,9,2007,WD,Normal,211000
177,50,RL,13650,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,Gd,CBlock,57,441,554,1052,GasA,Ex,1252,668,0,1920,4,8,Typ,2,451,0,0,0,0,0,0,0,7,2006,WD,Normal,172500
178,20,RL,17423,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1904,0,312,2216,GasA,Ex,2234,0,0,2234,1,9,Typ,3,1166,0,60,0,0,0,0,0,7,2009,New,Partial,501837
179,30,RM,8520,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,0,0,968,968,GasA,TA,968,0,0,968,2,5,Typ,2,480,0,0,184,0,0,0,0,7,2007,WD,Normal,100000
180,160,FV,2117,Inside,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,TA,PConc,436,0,320,756,GasA,Ex,769,756,0,1525,3,5,Typ,2,440,0,0,0,0,0,0,0,6,2007,WD,Normal,177000
181,70,RL,7588,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,TA,BrkTil,352,0,441,793,GasA,Gd,901,901,0,1802,4,9,Typ,1,216,0,0,40,0,0,0,0,7,2006,WD,Normal,200100
182,20,RL,9060,Inside,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,TA,PConc,0,0,0,0,GasA,Ex,1340,0,0,1340,3,7,Typ,1,252,116,0,0,180,0,0,0,6,2007,WD,Normal,120000
183,50,RM,11426,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,1362,1362,GasA,Ex,1362,720,0,2082,3,6,Mod,2,484,280,238,0,0,0,0,0,6,2008,WD,Normal,200000
184,50,RL,7438,Inside,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,TA,PConc,0,0,504,504,GasA,Gd,936,316,0,1252,3,5,Typ,2,576,104,0,0,0,0,0,0,6,2006,WD,Normal,127000
185,75,RM,22950,Inside,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,Gd,BrkTil,0,0,1107,1107,GasA,Ex,1518,1518,572,3608,4,12,Typ,3,840,0,260,0,0,410,0,0,6,2006,WD,Normal,475000
186,80,RL,9947,CulDSac,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,TA,PConc,611,0,577,1188,GasA,Ex,1217,0,0,1217,3,6,Typ,2,497,168,27,0,0,0,0,0,6,2009,WD,Normal,173000
