Id,MSSubClass,MSZoning,LotArea,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice
725,20,RL,6960,Inside,4,6,1970,1970,375,239,250,864,864,0,0,864,3,5,2,660,96,0,0,0,0,0,500,11,2009,WD,120500
726,20,RL,21695,Corner,6,9,1988,2007,808,0,72,880,1680,0,0,1680,3,5,2,540,292,44,0,182,0,0,0,12,2009,WD,222000
727,20,RL,7314,Inside,7,5,2007,2007,724,0,508,1232,1232,0,0,1232,2,6,2,632,132,0,0,0,0,0,0,2,2009,WD,194500
728,90,RL,11475,Corner,5,5,1958,1958,0,0,1584,1584,1776,0,0,1776,4,9,3,888,0,25,0,0,0,0,0,7,2009,COD,110000
729,30,RM,6240,Inside,4,5,1925,1950,152,0,628,780,848,0,360,1208,2,5,2,539,0,23,112,0,0,0,0,1,2009,WD,103000
730,120,RL,5389,Inside,8,5,1995,1996,1180,0,415,1595,1616,0,0,1616,2,5,2,608,237,152,0,0,0,0,0,3,2010,WD,236500
731,80,RL,9590,Corner,7,5,2003,2003,786,0,82,868,1146,0,0,1146,3,6,2,438,160,22,0,0,0,0,0,5,2007,WD,187500
732,60,RL,11404,Inside,7,5,1998,1999,252,0,901,1153,1153,878,0,2031,3,8,2,541,192,84,0,0,0,0,0,7,2008,WD,222500
733,20,RL,10000,Corner,5,6,1961,1983,594,0,270,864,1144,0,0,1144,3,6,1,264,165,0,0,0,0,0,400,3,2009,WD,131400
734,20,RL,8978,Corner,5,5,1968,1968,0,0,948,948,948,0,0,948,3,6,1,300,147,0,0,0,0,0,0,5,2007,WD,108000
735,75,RM,10800,Inside,7,7,1914,1970,390,0,490,880,880,888,0,1768,2,6,2,320,0,341,0,0,0,0,0,10,2006,WD,163000
736,90,RL,8544,Inside,3,4,1950,1950,0,0,0,0,1040,0,0,1040,2,6,2,400,0,0,0,0,0,0,0,7,2006,WD,93500
737,60,RL,10463,CulDSac,8,5,2005,2005,0,0,893,893,901,900,0,1801,3,8,3,800,0,116,0,0,0,0,0,6,2006,WD,239900
738,90,RL,10800,Inside,5,5,1987,1988,1200,0,0,1200,1200,0,0,1200,3,5,0,0,120,0,0,0,0,0,0,3,2009,WD,179000
739,60,RL,9313,Inside,7,5,2004,2004,0,0,864,864,864,864,0,1728,3,7,2,572,187,56,0,0,0,0,0,4,2009,WD,190000
740,70,RM,9600,Inside,5,7,1910,2002,0,0,264,264,768,664,0,1432,2,7,2,360,270,0,112,0,0,0,0,5,2007,WD,132000
741,20,RL,6768,Inside,6,8,1961,1996,832,0,80,912,912,0,0,912,3,5,1,288,168,0,0,0,0,0,0,5,2008,WD,142000
742,20,RL,8450,Inside,7,5,2000,2001,0,0,1349,1349,1349,0,0,1349,3,6,2,539,120,55,0,0,0,0,0,12,2007,WD,179000
743,80,RL,12886,Inside,5,6,1963,1999,444,0,76,520,1464,0,0,1464,3,6,2,480,302,0,0,0,100,0,0,10,2009,WD,175000
744,120,RL,5395,Inside,8,5,1993,1993,733,0,604,1337,1337,0,0,1337,2,5,2,462,96,0,70,168,0,0,0,10,2008,WD,180000
745,60,RL,8963,Inside,8,9,1976,1996,575,80,487,1142,1175,1540,0,2715,4,11,2,831,0,204,0,0,0,0,0,7,2008,WD,299800
746,60,RL,8795,Inside,7,5,2000,2000,300,0,652,952,980,1276,0,2256,4,8,2,554,224,54,0,0,0,0,0,4,2009,WD,236000
747,70,RM,11700,Corner,7,7,1880,2003,0,0,1240,1240,1320,1320,0,2640,4,8,4,864,181,0,386,0,0,0,0,5,2009,WD,265979
748,20,RL,10593,Inside,7,5,1996,1996,919,0,801,1720,1720,0,0,1720,3,7,2,527,240,56,154,0,0,0,0,3,2010,WD,260400
749,50,RL,8405,Inside,4,3,1945,1950,0,0,0,0,1088,441,0,1529,4,9,1,240,92,0,185,0,0,0,0,4,2009,WD,98000
750,50,RM,8800,Corner,4,7,1910,2004,0,0,576,576,792,348,0,1140,3,7,0,0,0,160,0,0,0,0,0,6,2010,WD,96500
751,60,RL,7750,Inside,7,5,2003,2003,0,0,660,660,660,660,0,1320,3,6,2,400,0,48,0,0,0,0,0,8,2007,WD,162000
752,20,RL,9236,Inside,6,5,1997,1997,1200,0,279,1479,1494,0,0,1494,3,6,2,576,168,27,0,0,0,0,0,7,2006,WD,217000
753,60,RL,10240,Inside,8,5,2005,2005,0,0,1030,1030,1038,1060,0,2098,3,8,3,878,192,52,0,0,0,0,0,3,2006,WD,275500
754,20,RL,7930,Inside,6,8,1969,2005,439,472,115,1026,1026,0,0,1026,3,5,2,440,171,48,0,0,0,0,0,7,2009,WD,156000
755,160,FV,3230,Inside,6,5,1999,1999,381,0,348,729,742,729,0,1471,3,6,2,440,0,24,0,0,0,0,0,3,2009,WD,172500
756,60,RL,10769,Inside,8,5,2007,2007,20,0,846,866,866,902,0,1768,3,7,2,578,144,105,0,0,0,0,0,4,2009,WD,212000
757,60,RL,11616,CulDSac,6,5,1978,1978,438,0,234,672,672,714,0,1386,3,6,2,440,335,0,0,0,0,0,0,4,2010,WD,158900
758,160,FV,2280,Inside,7,5,1999,1999,549,0,195,744,757,744,0,1501,3,6,2,440,0,0,0,0,0,0,0,8,2008,WD,179400
759,60,RL,12257,Inside,8,5,1995,1995,56,64,1198,1318,1328,1203,0,2531,4,9,3,752,222,98,0,0,0,0,0,11,2007,WD,290000
760,20,RL,9100,Inside,6,6,1959,1959,612,0,252,864,864,0,0,864,2,5,1,300,0,0,0,0,0,0,450,10,2009,WD,127500
761,30,RM,6911,FR2,5,5,1924,1950,405,0,740,1145,1301,0,0,1301,2,5,2,440,0,0,0,0,0,0,0,10,2009,WD,100000
762,60,FV,8640,Inside,7,5,2009,2009,24,0,732,756,764,783,0,1547,3,7,2,614,169,45,0,0,0,0,0,6,2010,Con,215200
763,60,RL,9430,Inside,8,5,1999,1999,1163,0,89,1252,1268,1097,0,2365,3,8,3,856,0,128,0,0,180,0,0,7,2009,WD,337000
764,120,RL,9549,CulDSac,8,5,1995,1996,437,1057,0,1494,1494,0,0,1494,2,6,2,481,0,30,0,0,216,0,0,4,2006,WD,270000
765,20,RL,14587,Inside,9,5,2008,2008,0,0,1498,1498,1506,0,0,1506,2,6,2,592,0,174,0,0,0,0,0,8,2008,New,264132
766,60,RL,10421,Inside,7,5,1988,1988,394,0,586,980,980,734,0,1714,3,7,2,496,228,66,156,0,0,0,500,3,2010,WD,196500
767,50,RL,12508,Inside,6,7,1940,1985,660,0,323,983,983,767,0,1750,4,7,1,423,245,0,156,0,0,0,1300,7,2008,WD,160000
768,20,RL,9100,Inside,7,5,2004,2005,24,0,1836,1860,1836,0,0,1836,3,8,2,484,120,33,0,0,0,0,0,10,2006,WD,216837
769,60,RL,53504,CulDSac,8,5,2003,2003,1416,0,234,1650,1690,1589,0,3279,4,12,3,841,503,36,0,0,210,0,0,6,2010,WD,538000
770,85,RL,7252,CulDSac,5,5,1982,1982,685,0,173,858,858,0,0,858,2,5,2,576,120,0,0,0,0,0,0,4,2009,WD,134900
771,20,RL,8877,Inside,4,5,1951,1951,836,0,0,836,1220,0,0,1220,2,6,2,396,0,0,0,0,0,0,0,4,2006,COD,102000
772,80,RL,7819,Inside,6,5,1976,1976,422,127,480,1029,1117,0,0,1117,3,6,2,672,144,0,0,0,0,0,0,3,2010,WD,107000
773,20,RL,10150,Inside,5,5,1958,1958,456,0,456,912,912,0,0,912,2,5,1,275,0,0,0,0,0,0,0,7,2007,COD,114500
774,20,RL,14226,Corner,8,5,2006,2006,0,0,1935,1935,1973,0,0,1973,3,9,3,895,315,45,0,0,0,0,0,7,2007,New,395000
775,120,RM,4500,FR2,6,5,1998,1998,866,0,338,1204,1204,0,0,1204,2,5,2,412,0,247,0,0,0,0,0,6,2009,WD,162000
776,20,RL,11210,Inside,7,5,2005,2006,20,0,1594,1614,1614,0,0,1614,3,7,3,865,144,59,0,0,0,0,0,7,2006,New,221500
777,20,RL,13350,Inside,5,5,1974,1974,762,0,102,864,894,0,0,894,3,5,2,440,241,0,0,0,0,0,0,6,2006,WD,142500
778,90,RH,8400,Inside,5,5,1977,1977,0,0,0,0,2020,0,0,2020,4,10,2,630,0,0,0,0,0,0,0,10,2007,WD,144000
779,90,RL,10530,Inside,6,5,1977,1977,975,0,0,975,1004,0,0,1004,2,4,2,504,0,0,0,0,0,0,0,5,2006,WD,135000
780,20,RL,7875,Inside,7,5,1995,1996,0,0,1237,1237,1253,0,0,1253,3,6,2,402,220,21,0,0,0,0,0,6,2007,WD,176000
781,60,RL,7153,Inside,6,5,1992,1992,387,0,374,761,810,793,0,1603,3,7,2,484,0,124,0,0,0,0,0,7,2006,WD,175900
782,20,RL,16285,Inside,7,5,2001,2002,0,0,1413,1413,1430,0,0,1430,3,6,2,605,0,33,0,0,0,0,0,6,2009,WD,187100
783,85,RL,9101,Corner,5,6,1978,1978,1097,0,0,1097,1110,0,0,1110,1,4,2,602,303,30,0,0,0,0,0,7,2009,WD,165500
784,75,RM,6300,Inside,6,6,1914,2001,0,0,742,742,742,742,0,1484,3,9,0,0,0,291,134,0,0,0,0,6,2008,WD,128000
785,20,RL,9790,Inside,6,5,1967,1967,251,630,491,1372,1342,0,0,1342,3,7,2,457,0,0,0,0,197,0,0,9,2009,WD,161500
786,50,RM,10800,Inside,5,6,1915,1950,686,0,0,686,966,686,0,1652,4,7,1,416,0,0,196,0,0,0,1200,6,2010,WD,139000
787,60,RL,10142,Inside,7,5,2004,2004,656,0,300,956,956,1128,0,2084,4,8,2,618,0,45,0,0,0,0,0,1,2010,WD,233000
788,20,RM,6000,Corner,4,7,1954,2000,0,0,901,901,901,0,0,901,2,4,1,281,0,0,0,0,0,0,0,8,2008,WD,107900
789,60,RL,12205,Inside,6,8,1966,2007,568,0,264,832,976,1111,0,2087,5,9,2,444,133,168,0,0,0,0,0,7,2007,WD,187500
790,120,RL,3182,Inside,7,5,2005,2006,16,0,1129,1145,1145,0,0,1145,2,5,2,397,100,16,0,0,0,0,0,9,2009,WD,160200
791,80,RL,11333,Corner,6,5,1976,1976,539,0,490,1029,1062,0,0,1062,3,5,2,539,120,0,0,0,0,0,0,5,2007,WD,146800
792,60,RL,9920,CulDSac,7,5,1996,1997,862,0,255,1117,1127,886,0,2013,3,8,2,455,180,130,0,0,0,0,0,6,2007,WD,269790
793,20,RL,9158,Inside,8,5,2007,2007,0,0,1496,1496,1496,0,0,1496,3,7,2,474,168,130,0,0,0,0,0,6,2007,New,225000
794,60,RL,10832,Corner,7,5,1994,1996,0,0,712,712,1086,809,0,1895,3,7,2,409,143,46,0,0,0,0,500,10,2008,WD,194500
795,60,RL,8400,Inside,6,6,1980,1981,0,0,650,650,888,676,0,1564,3,7,2,476,0,50,0,0,204,0,0,4,2010,WD,171000
796,20,RL,8197,Inside,6,5,1977,1977,0,0,660,660,1285,0,0,1285,3,7,2,528,138,0,0,0,0,0,0,4,2007,WD,143500
797,20,RL,7677,Inside,5,5,1953,1953,570,0,203,773,773,0,0,773,2,4,1,240,0,0,0,0,0,0,0,4,2008,WD,110000
798,60,RL,13518,Inside,9,5,2008,2009,0,0,1926,1926,1966,1174,0,3140,4,11,3,820,144,78,0,0,0,0,0,7,2009,New,485000
799,50,RL,7200,Corner,5,7,1937,1950,569,0,162,731,981,787,0,1768,3,7,1,240,0,0,264,0,0,0,0,6,2007,WD,175000
800,60,RL,12798,Inside,6,5,1997,1997,462,0,154,616,616,1072,0,1688,4,8,2,603,403,114,185,0,0,0,400,5,2008,WD,200000
801,30,RM,4800,Inside,4,7,1916,1990,197,0,999,1196,1196,0,0,1196,2,5,2,440,0,0,0,0,0,0,0,7,2007,WD,109900
802,60,RL,8199,Inside,7,5,2005,2005,648,0,80,728,728,728,0,1456,3,7,2,410,36,18,0,0,0,0,0,10,2008,WD,189000
803,60,RL,13891,Inside,9,5,2008,2009,0,0,1734,1734,1734,1088,0,2822,4,12,3,1020,52,170,0,0,192,0,0,1,2009,New,582933
804,20,RL,9000,Inside,5,5,1954,1954,812,0,124,936,1128,0,0,1128,2,5,1,286,0,0,0,0,0,0,0,6,2006,WD,118000
805,20,RL,12274,FR2,7,5,2008,2008,0,0,1417,1417,1428,0,0,1428,3,6,2,554,0,60,0,0,0,0,0,7,2008,New,227680
806,80,RL,9750,Inside,5,5,1967,1967,400,480,100,980,980,0,0,980,3,6,1,384,68,0,0,0,0,0,0,10,2006,WD,135500
807,70,RL,21384,Inside,5,6,1923,2004,1309,0,15,1324,1072,504,0,1576,3,6,2,528,0,312,0,0,0,0,0,5,2009,WD,223500
808,80,RL,13400,Inside,5,5,1966,1966,516,128,380,1024,1086,0,0,1086,3,6,2,484,0,0,0,0,0,0,0,6,2006,WD,159950
809,75,RM,8100,Corner,5,5,1898,1965,0,0,849,849,1075,1063,0,2138,2,11,2,360,40,156,0,0,0,0,0,11,2009,WD,106000
810,20,RL,10140,Inside,6,6,1974,1999,663,377,0,1040,1309,0,0,1309,3,5,2,484,265,0,0,0,0,648,0,1,2006,WD,181000
811,120,RM,4438,Inside,6,5,2004,2004,662,0,186,848,848,0,0,848,1,4,2,420,140,0,0,0,0,0,0,6,2008,ConLD,144500
812,20,C (all),8712,Inside,5,5,1952,1952,0,0,540,540,1044,0,0,1044,2,4,2,504,0,0,0,0,0,0,54,6,2010,WD,55993
813,20,RL,9750,Inside,6,6,1958,1958,608,0,834,1442,1442,0,0,1442,4,7,1,301,0,0,275,0,0,0,500,4,2007,COD,157900
814,50,RL,8248,Inside,5,7,1918,1950,0,0,686,686,686,564,0,1250,3,7,1,280,207,0,96,0,0,0,0,7,2006,WD,116000
815,20,RL,12137,CulDSac,7,5,1998,1998,0,0,1649,1649,1661,0,0,1661,3,6,2,598,0,34,0,0,0,0,0,5,2010,WD,224900
816,20,RL,11425,Corner,5,6,1954,1954,486,0,522,1008,1008,0,0,1008,2,4,1,275,0,0,120,0,0,0,0,7,2006,WD,137000
817,20,RL,13265,CulDSac,8,5,2002,2002,1218,0,350,1568,1689,0,0,1689,3,7,3,857,150,59,0,0,0,0,0,7,2008,WD,271000
818,80,RL,8816,Inside,6,7,1971,1971,504,0,506,1010,1052,0,0,1052,3,6,2,440,0,0,0,0,0,0,0,6,2010,WD,155000
819,120,RL,6371,Inside,7,5,2009,2010,733,0,625,1358,1358,0,0,1358,2,6,2,484,192,35,0,0,0,0,0,6,2010,New,224000
820,60,RL,7226,CulDSac,7,5,2003,2003,0,0,798,798,798,842,0,1640,3,6,2,595,0,45,0,0,0,0,0,6,2008,WD,183000
821,20,RM,6000,Inside,4,4,1953,1953,0,0,936,936,936,0,0,936,2,4,2,576,0,32,112,0,0,0,0,2,2009,WD,93000
822,60,RL,12394,Corner,7,5,2003,2003,0,0,847,847,847,886,0,1733,3,7,2,433,100,48,0,0,0,0,0,10,2007,WD,225000
823,50,RL,9900,Inside,6,7,1940,1950,0,0,778,778,944,545,0,1489,3,7,1,240,335,0,0,0,0,0,0,7,2009,WD,139500
824,20,FV,11216,Inside,8,5,2006,2006,0,0,1489,1489,1489,0,0,1489,3,7,2,776,0,140,0,0,0,0,0,6,2006,New,232600
825,20,RL,14803,Inside,10,5,2007,2008,1636,0,442,2078,2084,0,0,2084,2,7,3,1220,188,45,0,0,0,0,0,6,2008,New,385000
826,45,RM,6130,Inside,5,6,1924,1950,784,0,0,784,784,0,0,784,2,5,0,0,0,0,116,0,0,0,0,5,2008,WD,109500
827,20,RL,8529,Inside,7,5,2001,2001,20,0,1434,1454,1434,0,0,1434,3,6,2,527,290,39,0,0,0,0,0,4,2009,WD,189000
828,60,RL,28698,CulDSac,5,5,1967,1967,249,764,0,1013,1160,966,0,2126,3,7,2,538,486,0,0,0,225,0,0,6,2009,WD,185000
829,160,FV,2544,Inside,7,5,2005,2005,0,0,600,600,520,623,80,1223,2,4,2,480,0,166,0,0,0,0,0,7,2006,WD,147400
830,20,RL,11900,Corner,6,5,1957,1957,1040,0,352,1392,1392,0,0,1392,3,6,2,458,0,0,0,0,192,0,0,6,2008,WD,166000
831,160,FV,3180,Inside,7,5,2005,2005,0,0,600,600,520,600,80,1200,2,4,2,480,0,166,0,0,0,0,0,6,2006,WD,151000
832,60,RL,9548,CulDSac,7,6,2003,2003,483,0,458,941,941,888,0,1829,3,7,2,613,192,39,0,0,0,0,0,1,2010,WD,237000
833,20,RL,10004,Inside,6,6,1964,1964,196,345,975,1516,1516,0,0,1516,3,6,2,472,0,0,0,0,152,0,0,2,2009,WD,167000
834,20,RL,7875,Inside,5,6,1961,1961,572,0,572,1144,1144,0,0,1144,3,6,2,456,0,0,0,0,0,0,0,9,2008,WD,139950
835,20,RL,9600,Inside,4,7,1950,1995,442,0,625,1067,1067,0,0,1067,2,4,2,436,290,0,0,0,0,0,0,2,2010,WD,128000
836,30,RM,8100,Inside,5,6,1948,1973,338,0,1221,1559,1559,0,0,1559,2,5,2,812,0,116,230,0,0,0,0,6,2007,COD,153500
837,160,RM,1680,Inside,6,5,1973,1973,330,0,153,483,483,504,0,987,2,5,1,264,0,0,0,0,0,0,0,11,2008,WD,100000
838,20,RL,9525,Inside,5,6,1995,2006,0,0,1099,1099,1099,0,0,1099,3,6,1,352,278,0,0,0,0,0,0,6,2008,WD,144000
839,50,RL,11767,Inside,5,6,1946,1995,352,0,416,768,768,432,0,1200,3,6,1,240,0,0,0,0,0,0,0,5,2008,WD,130500
840,70,RH,12155,Inside,6,8,1925,1950,156,0,516,672,810,672,0,1482,4,7,1,400,0,0,254,0,0,0,0,3,2008,WD,140000
841,70,RM,10440,Inside,5,8,1904,2002,0,0,650,650,958,581,0,1539,3,8,2,686,70,78,68,0,0,0,0,6,2008,WD,157500
842,80,RL,9020,Inside,6,7,1966,1966,312,539,276,1127,1165,0,0,1165,3,6,2,490,0,129,0,0,0,0,0,5,2008,WD,174900
843,90,RL,8000,Corner,5,4,1961,1961,0,0,1800,1800,1800,0,0,1800,6,10,0,0,0,0,0,0,0,0,0,7,2007,WD,141000
844,50,RM,12665,Inside,5,8,1915,1950,0,0,876,876,876,540,0,1416,4,7,3,720,418,0,194,0,0,0,0,6,2008,WD,153900
845,85,RL,16647,CulDSac,5,5,1975,1981,1390,0,0,1390,1701,0,0,1701,3,6,2,611,0,0,0,0,0,0,0,1,2007,WD,171000
846,60,RL,9317,Inside,7,5,1993,1993,513,0,227,740,1006,769,0,1775,3,7,2,425,234,72,192,0,0,0,0,7,2009,WD,213000
847,20,RL,15523,CulDSac,5,6,1972,1972,460,0,404,864,864,0,0,864,3,5,1,338,0,0,0,0,0,0,0,8,2009,WD,133500
848,50,RL,45600,Inside,6,8,1908,1997,0,0,907,907,1307,1051,0,2358,5,10,2,360,486,40,0,0,175,0,0,9,2008,WD,240000
849,80,RL,9600,FR2,6,7,1976,1994,0,0,528,528,1094,761,0,1855,3,7,2,512,113,100,0,0,0,0,0,8,2007,WD,187000
850,120,RM,4435,Inside,6,5,2003,2003,659,0,189,848,848,0,0,848,1,3,2,420,140,0,0,0,0,0,0,11,2007,WD,131500
851,120,RL,3196,Inside,8,5,2003,2003,0,0,1273,1273,1456,0,0,1456,2,7,2,400,143,20,0,0,0,0,0,5,2006,WD,215000
852,75,RL,7128,Inside,7,5,1941,1950,364,0,554,918,918,728,0,1646,4,7,1,240,0,0,0,0,126,0,0,8,2007,WD,164000
853,80,RL,12095,Corner,6,6,1964,1964,564,0,563,1127,1445,0,0,1445,3,7,2,645,180,0,0,0,0,0,0,8,2009,WD,158000
854,20,RL,17920,Inside,5,4,1955,1974,306,1085,372,1763,1779,0,0,1779,3,6,2,454,0,418,0,0,312,0,0,7,2006,WD,170000
855,20,RL,6897,Corner,5,8,1962,2010,659,0,381,1040,1040,0,0,1040,3,6,1,260,0,104,0,0,0,0,0,4,2010,WD,127000
856,80,RL,10970,Inside,6,6,1978,1978,505,435,0,940,1026,0,0,1026,3,5,2,576,0,0,34,0,0,0,0,10,2008,WD,147000
857,60,RL,8125,Inside,6,5,1994,1995,0,0,702,702,702,779,0,1481,3,6,2,343,0,36,0,0,0,0,0,3,2009,WD,174000
858,20,RL,10400,Inside,7,5,1976,1976,0,0,1090,1090,1370,0,0,1370,3,6,2,479,0,0,0,0,0,0,0,6,2009,WD,152000
859,60,RL,11029,Corner,6,7,1968,1984,619,0,435,1054,1512,1142,0,2654,4,9,2,619,0,65,0,0,222,0,0,8,2006,WD,250000
860,50,RL,7642,Corner,7,8,1918,1998,0,0,912,912,912,514,0,1426,3,7,1,216,0,240,0,0,0,0,0,6,2007,WD,189950
861,190,RL,11625,Inside,5,4,1965,1965,841,0,198,1039,1039,0,0,1039,3,6,2,504,0,0,0,0,0,0,0,4,2010,WD,131500
862,20,RL,9672,Corner,6,5,1984,1985,338,0,702,1040,1097,0,0,1097,3,6,2,480,0,0,0,0,0,0,0,5,2010,WD,152000
863,20,RL,7931,Inside,5,5,1959,1959,1148,0,0,1148,1148,0,0,1148,3,6,1,672,0,0,0,0,0,0,0,7,2009,WD,132500
864,20,FV,8640,Inside,7,5,2007,2008,0,0,1372,1372,1372,0,0,1372,3,6,2,529,0,140,0,0,0,0,0,5,2008,New,250580
865,20,RL,8750,Inside,5,6,1970,1970,828,0,174,1002,1002,0,0,1002,3,5,2,902,0,0,0,0,0,0,0,8,2009,WD,148500
866,20,RL,10656,Inside,8,5,2006,2007,0,0,1638,1638,1646,0,0,1646,3,6,3,870,192,80,0,0,0,0,0,11,2007,New,248900
867,20,RL,6970,Corner,4,5,1961,1961,932,0,108,1040,1120,0,0,1120,3,5,2,544,168,0,0,0,0,0,400,5,2007,WD,129000
868,60,RL,14762,Corner,5,6,1948,1950,0,0,0,0,1547,720,53,2320,2,7,2,672,120,144,0,0,0,0,0,5,2006,WD,169000
869,60,RL,9938,Inside,7,5,1993,1994,750,0,300,1050,1062,887,0,1949,3,8,2,574,156,90,0,0,0,0,0,6,2010,WD,236000
870,20,RL,6600,Inside,5,5,1962,1962,0,0,894,894,894,0,0,894,2,5,1,308,0,0,0,0,0,0,0,8,2009,WD,109500
871,60,RL,8750,Inside,6,5,1998,1998,505,0,299,804,804,878,0,1682,3,7,2,523,0,77,0,0,0,0,0,6,2010,WD,200500
872,20,RL,8892,Corner,5,7,1953,1996,0,0,105,105,910,0,0,910,3,5,2,414,196,0,150,0,0,0,0,10,2008,WD,116000
873,40,RL,12144,Inside,5,7,1949,1950,375,0,457,832,1036,0,232,1268,3,6,1,288,0,28,0,0,0,0,0,9,2009,WD,133000
874,50,RM,5720,Inside,5,6,1941,1950,0,0,676,676,676,455,0,1131,3,5,1,200,26,0,0,0,0,0,0,8,2009,WD,66500
875,60,FV,9000,Inside,8,5,2007,2007,64,0,1120,1184,1184,1426,0,2610,4,11,2,550,208,364,0,0,0,0,0,8,2007,New,303477
876,20,RL,25286,Inside,4,5,1963,1963,633,0,431,1064,1040,0,0,1040,3,5,2,648,0,0,0,0,0,0,0,1,2007,WD,132250
877,60,RL,8834,Inside,9,5,2004,2005,1170,0,292,1462,1462,762,0,2224,4,10,3,738,184,0,0,0,0,0,0,6,2009,WD,350000
878,85,RL,11782,Inside,5,7,1961,1995,899,0,210,1109,1155,0,0,1155,3,6,2,576,192,0,0,0,0,0,400,6,2010,WD,148000
879,20,RL,7000,CulDSac,5,8,1978,2005,646,0,218,864,864,0,0,864,3,6,1,336,0,0,0,0,0,0,0,7,2009,WD,136500
880,20,RL,7024,Inside,5,5,2005,2006,980,0,110,1090,1090,0,0,1090,2,5,2,450,0,49,0,0,0,0,0,6,2007,WD,157000
881,50,RL,13758,CulDSac,7,5,1990,1991,902,0,254,1156,1187,530,0,1717,3,7,2,400,168,36,0,0,0,0,0,4,2007,WD,187500
882,60,RL,9636,Corner,6,5,1992,1993,0,0,808,808,808,785,0,1593,3,7,2,389,342,40,0,0,0,0,0,12,2009,WD,178000
883,75,RL,6204,Inside,4,5,1912,1950,0,0,795,795,954,795,481,2230,5,10,1,440,0,188,0,0,0,0,0,3,2006,WD,118500
884,20,RL,7150,Inside,5,5,1967,1967,432,0,460,892,892,0,0,892,3,5,1,288,0,0,0,0,0,0,0,7,2009,WD,100000
885,120,FV,5119,CulDSac,9,5,1999,2000,1238,0,460,1698,1709,0,0,1709,2,5,2,506,97,65,0,0,0,0,0,1,2008,CWD,328900
886,90,RL,8393,Corner,5,5,1959,2005,528,0,1098,1626,1712,0,0,1712,4,8,2,588,272,54,0,0,0,0,0,6,2006,WD,145000
887,50,RL,16466,Inside,5,7,1955,1955,0,0,816,816,872,521,0,1393,3,8,1,300,121,0,0,0,265,0,0,4,2008,WD,135500
888,20,RL,15865,Inside,8,6,1970,1970,351,823,1043,2217,2217,0,0,2217,4,8,2,621,81,207,0,0,224,0,0,10,2007,WD,268000
889,20,RL,12160,Inside,6,4,1953,1953,1024,0,481,1505,1505,0,0,1505,2,6,2,505,0,0,0,162,0,0,0,2,2009,WD,149500
890,50,RL,8064,Corner,5,7,1949,2006,0,0,672,672,672,252,0,924,3,6,2,576,0,0,0,0,0,0,2000,7,2007,WD,122900
891,60,RL,11184,Inside,6,5,1978,1978,226,500,192,918,918,765,0,1683,3,7,2,440,243,0,0,0,0,0,0,7,2009,WD,172500
892,20,RL,8414,Inside,6,8,1963,2003,663,0,396,1059,1068,0,0,1068,3,6,1,264,192,0,0,0,0,0,0,2,2006,WD,154500
893,20,RL,13284,Inside,5,5,1954,1954,1064,0,319,1383,1383,0,0,1383,3,6,1,354,511,116,0,0,0,0,0,6,2008,WD,165000
894,90,RL,7018,Inside,5,5,1979,1979,0,0,0,0,1535,0,0,1535,4,8,2,400,0,0,0,0,0,0,0,6,2009,WD,118858
895,60,RL,7056,Inside,6,5,1963,1963,400,0,380,780,983,813,0,1796,4,8,2,483,0,50,0,0,0,0,0,10,2008,WD,140000
896,30,RM,8765,Inside,4,6,1936,1950,285,0,666,951,951,0,0,951,2,6,1,327,0,28,0,0,0,0,0,4,2006,WD,106500
897,90,RL,7018,Inside,5,5,1979,1979,0,0,0,0,1120,1120,0,2240,6,12,2,528,154,0,0,0,0,0,0,6,2009,WD,142953
898,20,RL,12919,Inside,9,5,2009,2010,2188,0,142,2330,2364,0,0,2364,2,11,3,820,0,67,0,0,0,0,0,3,2010,New,611657
899,20,RL,6993,Inside,5,7,1961,1994,465,0,447,912,1236,0,0,1236,3,6,1,288,0,0,0,0,0,0,0,6,2006,WD,135000
900,20,RL,7340,Inside,4,6,1971,1971,322,0,536,858,858,0,0,858,2,4,1,684,0,0,0,0,0,0,0,6,2007,WD,110000
901,20,RL,8712,Inside,5,7,1957,2000,860,0,132,992,1306,0,0,1306,2,5,1,756,0,0,0,0,0,0,0,5,2009,WD,153000
902,60,RL,7875,Inside,7,5,2003,2003,0,0,783,783,807,702,0,1509,3,8,2,393,0,75,0,0,0,0,0,7,2006,WD,180000
903,20,RL,14859,CulDSac,7,5,2006,2006,0,0,1670,1670,1670,0,0,1670,3,7,3,690,144,60,0,0,0,0,0,8,2006,New,240000
904,20,RL,6173,Inside,5,6,1967,1967,599,0,277,876,902,0,0,902,3,6,1,288,0,0,0,0,0,0,0,8,2007,WD,125500
905,20,RL,9920,Inside,5,5,1954,1954,354,290,412,1056,1063,0,0,1063,3,6,1,280,0,0,164,0,0,0,0,2,2010,WD,128000
906,20,RL,13501,Corner,8,5,2006,2006,63,0,1560,1623,1636,0,0,1636,3,8,3,865,0,60,0,0,0,0,0,6,2007,WD,255000
